Code,Description
"1336003","Melbourne, FL: Melbourne International"
"1336101","McAlester, OK: McAlester Regional"
"1336102","McAlester, OK: McAlester Regional"
"1336201","Malad City, ID: Malad City Airport"
"1336202","Malad City, ID: Malad City Airport"
"1336301","Male, Maldives: Male International"
"1336302","Male, Maldives: Male International"
"1336303","Male, Maldives: Ibrahim Nasir International"
"1336401","Milford, UT: Milford Municipal/Ben and Judy Briscoe Field"
"1336501","Malang, Indonesia: Abdul Rachman Saleh"
"1336502","Malang, Indonesia: Abdul Rachman Saleh"
"1336601","Mulhouse, France: EuroAirport"
"1336602","Mulhouse, France: EuroAirport"
"1336701","Moline, IL: Quad City International"
"1336702","Moline, IL: Quad City International"
"1336703","Moline, IL: Quad City International"
"1336801","Malta, MT: Malta Airport"
"1336901","Marshall, AK: Marshall Don Hunter Sr."
"1337001","Morelia, Mexico: General Francisco J. Mujica International"
"1337101","Melilla, Spain: Melilla Airport"
"1337102","Melilla, Spain: Melilla Airport"
"1337201","Milos, Greece: Milos Airport"
"1337202","Milos, Greece: Milos Airport"
"1337301","Malabang, Philippines: Malabang Airport"
"1337302","Malabang, Philippines: Malabang Airport"
"1337303","Malabang, Philippines: Malabang Airport"
"1337401","Malalaua, Papua New Guinea: Malalaua Airport"
"1337402","Malalaua, Papua New Guinea: Malalaua Airport"
"1337501","Miles City, MT: Frank Wiley Field"
"1337502","Miles City, MT: Frank Wiley Field"
"1337601","Millinocket, ME: Millinocket Municipal"
"1337701","Monroe, LA: Monroe Regional"
"1337702","Monroe, LA: Monroe Regional"
"1337801","Merluna, Australia: Merluna Airport"
"1337901","Monrovia, Liberia: Spriggs Payne"
"1337902","Monrovia, Liberia: Monrovia Spriggs Payne"
"1338001","Malatya, Turkey: Erhac"
"1338002","Malatya, Turkey: Erhac"
"1338101","Manley Hot Springs, AK: Manley Hot Springs Airport"
"1338102","Manley Hot Springs, AK: Manley Hot Springs Airport"
"1338201","Melo, Uruguay: Melo Airport"
"1338301","Malmo, Sweden: Malmo Metropolitan Area"
"1338401","Memanbetsu, Japan: Memanbetsu Airport"
"1338402","Memanbetsu, Japan: Memanbetsu Airport"
"1338501","Ciudad Mante, Mexico: Ciudad Mante Airport"
"1338502","Ciudad Mante, Mexico: Cuauhtemoc"
"1338601","Minami Daito, Okinawa/Ryukyu Islands: Minami Daito Airport"
"1338602","Minami Daito, Japan: Minami Daito Airport"
"1338603","Minami Daito, Japan: Minami Daito Airport"
"1338701","Darlington, United Kingdom: Teesside"
"1338702","Darlington, United Kingdom: Durham Tees Valley"
"1338801","Mammoth Lakes, CA: Mammoth Lakes Airport"
"1338901","Athens, TN: McMinn County"
"1338902","Athens, TN: McMinn County"
"1339001","Matsumoto, Japan: Matsumoto Airport"
"1339101","Murmansk, U.S.S.R.: Murmansk Airport"
"1339102","Murmansk, Russia: Murmansk Airport"
"1339103","Murmansk, Russia: Murmansk Airport"
"1339201","Marshall, MN: Marshall Muni/Ryan Field"
"1339202","Marshall, MN: Marshall Muni/Ryan Field"
"1339203","Marshall, MN: Southwest Minnesota Regional-Marshall/Ryan Field"
"1339301","Middlemount, Australia: Middlemount Airport"
"1339401","Stow, MA: Minute Man Air Field"
"1339402","Stow, MA: Minute Man Air Field"
"1339403","Stow, MA: Minute Man Air Field"
"1339501","Mompos, Colombia: Mompos Airport"
"1339502","Mompos, Colombia: Mompos Airport"
"1339601","Mbala, Zambia: Mbala Airport"
"1339701","Columbia, SC: McEntire Jngb"
"1339702","Columbia, SC: McEntire Jngb"
"1339703","Columbia, SC: McEntire Jngb"
"1339801","Morristown, NJ: Morristown Municipal"
"1339802","Morristown, NJ: Morristown Municipal"
"1339901","Malmo, Sweden: Malmo-Sturup"
"1339902","Malmo, Sweden: Malmo Airport"
"1339903","Malmo, Sweden: Malmo Airport"
"1340001","Miyakojima, Okinawa/Ryukyu Islands: Miyako"
"1340002","Miyakojima, Japan: Miyako"
"1340003","Miyakojima, Japan: Miyako"
"1340101","Fosston, MN: Fosston Municipal"
"1340201","Moose Lake, MN: Moose Lake Carlton County"
"1340202","Moose Lake, MN: Moose Lake Carlton County"
"1340301","Ortonville, MN: Ortonville Municipal-Martinson Field"
"1340401","Moanda, Congo (Kinshasa): Muanda"
"1340402","Moanda, Congo (Kinshasa): Muanda"
"1340501","Nacala, Mozambique: Nacala Airport"
"1340502","Nacala, Mozambique: Nacala Airport"
"1340601","Montserrat, Montserrat: Gerald's"
"1340602","Montserrat, Montserrat: John A. Osborne International"
"1340701","Maiana, Kiribati: Maiana Airport"
"1340801","Manila, Philippines: Manila Ninoy Aquino International"
"1340802","Manila, Philippines: Ninoy Aquino International"
"1340901","Marinette, MI: Menominee County"
"1340902","Marinette, MI: Menominee-Marinette Twin County"
"1340903","Marinette, MI: Menominee-Marinette Twin County"
"1341001","Marion, OH: Marion Municipal"
"1341002","Marion, OH: Marion Municipal"
"1341101","Manono, Congo (Kinshasa): Manono Airport"
"1341102","Manono, Congo (Kinshasa): Manono Airport"
"1341301","Mongu, Zambia: Mongu Airport"
"1341302","Mongu, Zambia: Mongu Airport"
"1341401","Mansa, Zambia: Mansa Airport"
"1341402","Mansa, Zambia: Mansa Airport"
"1341501","Minto, AK: Minto Airport"
"1341502","Minto, AK: Minto Al Wright"
"1341503","Minto, AK: Minto Al Wright"
"1341601","Moulmein, Burma: Moulmein Airport"
"1341602","Mawlamyine, Burma: Mawlamyine Airport"
"1341603","Mawlamyine, Burma: Mawlamyine Airport"
"1341701","Manicore, Brazil: Manicore Airport"
"1341702","Manicore, Brazil: Manicore Airport"
"1341703","Manicore, Brazil: Manicore Airport"
"1341801","Manassas, VA: Manassas Regional/Harry P. Davis Field"
"1341802","Manassas, VA: Manassas Regional/Harry P. Davis Field"
"1341901","Mosby, MO: Midwest National Air Center"
"1341902","Mosby, MO: Midwest National Air Center"
"1342001","Washington, MO: Washington Regional"
"1342101","Moa, Cuba: Orestes Acosta"
"1342102","Moa, Cuba: Orestes Acosta"
"1342103","Moa, Cuba: Orestes Acosta"
"1342201","Mobile, AL: Mobile Regional"
"1342202","Mobile, AL: Mobile Regional"
"1342301","Montes Claros, Brazil: Montes Claros Airport"
"1342302","Montes Claros, Brazil: Mario Ribeiro"
"1342401","Modesto, CA: Modesto City-County-Harry Sham Field"
"1342402","Modesto, CA: Modesto City-County-Harry Sham Field"
"1342501","Mong Hsat, Burma: Mong Hsat Airport"
"1342502","Mong Hsat, Burma: Mong Hsat Airport"
"1342601","Molde, Norway: Aro"
"1342602","Molde, Norway: Aro"
"1342701","Moudjeria, Mauritania: Moudjeria Ledfotar"
"1342801","Mount Cook, New Zealand: Mount Cook Airport"
"1342901","Mount Pleasant, MI: Mount Pleasant Municipal"
"1342902","Mount Pleasant, MI: Mount Pleasant Municipal"
"1343001","Morondava, Madagascar: Morondava Airport"
"1343002","Morondava, Madagascar: Morondava Airport"
"1343003","Morondava, Madagascar: Morondava Airport"
"1343101","Morristown, TN: Moore-Murrell"
"1343102","Morristown, TN: Moore-Murrell"
"1343201","Moses Point, AK: Moses Point Airport"
"1343202","Moses Point, AK: Moses Point Airport"
"1343301","Minot, ND: Minot International"
"1343302","Minot, ND: Minot International"
"1343401","Mountain Village, AK: Mountain Village Airport"
"1343402","Mountain Village, AK: Mountain Village Airport"
"1343403","Mountain Village, AK: Mountain Village Airport"
"1343501","Moscow, U.S.S.R.: Moscow Metropolitan Area"
"1343502","Moscow, Russia: Moscow Metropolitan Area"
"1343701","Monterrey, Colombia: Monterrey Airport"
"1343702","Monterrey, Colombia: Monterrey Airport"
"1343801","Moorea Island, French Polynesia: Temae"
"1343901","Miami, FL: Watson Island International"
"1344001","Montpelier, ID: Montpelier Airport"
"1344101","Morrilton, AR: Petit Jean Park"
"1344102","Morrilton, AR: Petit Jean Park"
"1344201","Mokpo, South Korea: Mokpo Airport"
"1344202","Mokpo, South Korea: Mokpo Airport"
"1344301","Montpellier, France: Mediterranee"
"1344302","Montpellier, France: Mediterranee"
"1344401","Maputo, Mozambique: Lourenco Marques"
"1344402","Maputo, Mozambique: Maputo International"
"1344403","Maputo, Mozambique: Maputo Airport"
"1344501","Mount Pleasant, Falkland Islands (Islas Malvinas): Mount Pleasant Airport"
"1344502","Mount Pleasant, Falkland Islands (Islas Malvinas): Mount Pleasant Airport"
"1344601","Mt. Pocono, PA: Pocono Mountains Municipal"
"1344602","Mt. Pocono, PA: Pocono Mountains Municipal"
"1344701","McPherson, KS: McPherson Airport"
"1344702","McPherson, KS: McPherson Airport"
"1344801","Mount Pleasant, TX: Mount Pleasant Municipal"
"1344901","Maliana, East Timor: Maliana Airport"
"1344902","Maliana, Timor-Leste: Maliana Airport"
"1344903","Maliana, Timor-Leste: Maliana Airport"
"1345001","Montpelier/Barre, VT: Edward F Knapp State"
"1345002","Montpelier/Barre, VT: Edward F Knapp State"
"1345101","Miyanmin, Papua New Guinea: Miyanmin Airport"
"1345102","Miyanmin, Papua New Guinea: Miyanmin Airport"
"1345201","Macomb, IL: Macomb Municipal"
"1345301","Indianapolis, IN: Mount Comfort"
"1345302","Indianapolis, IN: Indianapolis Regional"
"1345401","Mildura, Australia: Mildura Airport"
"1345402","Mildura, Australia: Mildura Airport"
"1345501","Mo I Rana, Norway: Rossvoll"
"1345502","Mo I Rana, Norway: Rossvoll"
"1345601","Nelspruit, South Africa: Kruger Mpumalanga International"
"1345701","Moundou, Chad: Moundou Airport"
"1345702","Moundou, Chad: Moundou Airport"
"1345703","Moundou, Chad: Moundou Airport"
"1345801","Mustique, Saint Vincent and the Grenadines: Mustique Airport"
"1345802","Mustique, Saint Vincent and the Grenadines: Mustique Airport"
"1345803","Mustique, Saint Vincent and the Grenadines: Mustique Airport"
"1345901","Marquette, MI: Marquette County"
"1345902","Marquette, MI: Sawyer International"
"1346001","Mek'ele, Ethiopia: Alula Aba Nega"
"1346002","Mek'ele, Ethiopia: Mek'ele Airport"
"1346101","Smyrna, TN: Smyrna Airport"
"1346201","Misurata, Libya: Misurata Airport"
"1346202","Misurata, Libya: Misurata Airport"
"1346203","Misurata, Libya: Misurata Airport"
"1346301","Martinsburg, WV: Martinsburg Municipal"
"1346302","Martinsburg, WV: Eastern WV Regional/Shepherd Field"
"1346401","Columbia, TN: Maury County"
"1346402","Columbia, TN: Maury County"
"1346501","Merida, Venezuela: Alberto Carnevalli"
"1346502","Merida, Venezuela: Alberto Carnevalli"
"1346601","Morehead City, NC: Beaufort/Morehead"
"1346602","Morehead City, NC: Beaufort Morehead City"
"1346701","Anchorage, AK: Merrill Field"
"1346702","Anchorage, AK: Merrill Field"
"1346703","Anchorage, AK: Merrill Field"
"1346704","Anchorage, AK: Merrill Field"
"1346901","Marco Island, FL: Marco Island Airport"
"1346902","Marco Island, FL: Marco Island Airport"
"1347001","Morganton, NC: Morganton Lenoir"
"1347101","Grand Case, Guadeloupe: Grand Case A/D"
"1347102","Grand Case, Guadeloupe: Grand Case Airport"
"1347103","Grand Case, Saint Martin: Grand Case Airport"
"1347104","Grand Case, Saint Martin: Grand Case Airport"
"1347201","Marseille, France: Provence"
"1347202","Marseille, France: Provence"
"1347301","Mauritius Island, Mauritius: Plaisance"
"1347302","Mauritius Island, Mauritius: Sir Seewoosagur Ramgoolam International"
"1347401","Mineralnyye Vody, U.S.S.R.: Mineralnyye Vody Airport"
"1347402","Mineralnyye Vody, Russia: Mineralnyye Vody Airport"
"1347403","Mineralnyye Vody, Russia: Mineralnyye Vody Airport"
"1347404","Mineralnyye Vody, Russia: Mineralnyye Vody Airport"
"1347501","Margarita Island, Venezuela: Del Caribe International"
"1347601","Monterey, CA: Monterey Peninsula"
"1347602","Monterey, CA: Monterey Peninsula"
"1347701","Moree, Australia: Moree Airport"
"1347702","Moree, Australia: Moree Airport"
"1347801","Grenada, MS: Grenada Municipal"
"1347802","Grenada, MS: Grenada Municipal"
"1347901","Muskrat Dam, Canada: Muskrat Dam Airport"
"1347902","Muskrat Dam, Canada: Muskrat Dam Airport"
"1348001","Mesa, AZ: Falcon Field"
"1348101","Manston, United Kingdom: Manston Airport"
"1348102","Manston, United Kingdom: Manston Airport"
"1348201","Masirah, Oman: Masirah Airport"
"1348202","Masirah, Oman: Masirah Airport"
"1348301","Misawa, Japan: Misawa AB"
"1348302","Misawa, Japan: Misawa AB"
"1348401","Muscle Shoals, AL: Northwest Alabama Regional"
"1348501","Madison, WI: Truax Field"
"1348502","Madison, WI: Dane County Regional-Truax Field"
"1348601","Missoula, MT: Missoula International"
"1348602","Missoula, MT: Missoula International"
"1348701","Minneapolis, MN: Minneapolis-St Paul International"
"1348702","Minneapolis, MN: Minneapolis-St Paul International"
"1348801","Minsk, U.S.S.R.: Minsk 2"
"1348802","Minsk, Belarus: Minsk 2"
"1349001","Massena, NY: Richards Field"
"1349002","Massena, NY: Massena International-Richards Field"
"1349003","Massena, NY: Massena International-Richards Field"
"1349101","Maastricht, Netherlands: Maastricht Aachen"
"1349102","Maastricht, Netherlands: Maastricht Airport"
"1349201","Maseru, Lesotho: Moshoeshoe I International"
"1349301","Monticello, NY: Sullivan County International"
"1349401","Massawa, Ethiopia: Massawa Airport"
"1349402","Massawa, Eritrea: Massawa International"
"1349501","New Orleans, LA: Louis Armstrong New Orleans International"
"1349502","New Orleans, LA: Louis Armstrong New Orleans International"
"1349601","Mocamedes, Angola: Yuri Gagarin"
"1349602","Namibe, Angola: Yuri Gagarin"
"1349701","Colstrip, MT: Colstrip Airport"
"1349801","Mt. Clemens, MI: Selfridge Angb"
"1349802","Mt. Clemens, MI: Selfridge Angb"
"1349803","Mt. Clemens, MI: Selfridge Angb"
"1349901","Mt. Sandford, Australia: Mount Sanford Station"
"1349902","Mt. Sandford, Australia: Mount Sanford Station"
"1350001","Monte Alegre, Brazil: Monte Alegre Airport"
"1350002","Monte Alegre, Brazil: Monte Alegre Airport"
"1350101","Marathon, FL: The Florida Keys Marathon"
"1350201","Montrose/Delta, CO: Montrose Regional"
"1350202","Montrose/Delta, CO: Montrose Regional"
"1350301","Maitland, Australia: Maitland Airport"
"1350302","Maitland, Australia: Maitland Airport"
"1350401","Metlakatla, AK: Metlakatala"
"1350501","Baltimore, MD: Martin State"
"1350601","Mattoon/Charleston, IL: Coles County Memorial"
"1350602","Mattoon/Charleston, IL: Coles County Memorial"
"1350701","Montauk Point, NY: Sky Portal"
"1350801","Monteria, Colombia: Los Garzones"
"1350802","Monteria, Colombia: Los Garzones"
"1350901","Manzini, Swaziland: Matsapha"
"1350902","Manzini, Swaziland: Matsapha"
"1351001","Minatitlan, Mexico: Minatitlan Airport"
"1351101","Mota Lava, Vanuatu: Mota Lava Airport"
"1351201","Manitowoc, WI: Manitowoc County"
"1351202","Manitowoc, WI: Manitowoc County"
"1351301","Fairbanks, AK: Metro Field"
"1351302","Fairbanks, AK: Metro Field"
"1351401","Monterrey, Mexico: General Mariano Escobedo"
"1351402","Monterrey, Mexico: General Mariano Escobedo International"
"1351403","Monterrey, Mexico: General Mariano Escobedo International"
"1351501","Masada, Israel: Israel Bar Yehuda"
"1351502","Masada, Israel: Israel Bar Yehuda"
"1351601","Munda, Solomon Islands: Munda Airport"
"1351602","Munda, Solomon Islands: Munda Airport"
"1351701","Maun, Botswana: Maun Airport"
"1351702","Maun, Botswana: Maun Airport"
"1351801","Munich, West Germany: Munich-Riem"
"1351802","Munich, Germany: Munich-Riem"
"1351803","Munich, Germany: Munich Airport"
"1352001","Kamuela, HI: Waimea-Kohala"
"1352101","Mulege, Mexico: Mulege Airport"
"1352102","Mulege, Mexico: Mulege Airport"
"1352201","Mersa Matruh, Egypt: Mersa Matruh Airport"
"1352202","Mersa Matruh, Egypt: Mersa Matruh Airport"
"1352301","Moultrie, GA: Spence"
"1352302","Moultrie, GA: Spence"
"1352401","Maturin, Venezuela: Maturin Airport"
"1352402","Maturin, Venezuela: Maturin Airport"
"1352501","Mountain Home, ID: Mountain Home AFB"
"1352502","Mountain Home, ID: Mountain Home AFB"
"1352601","Marudi, Malaysia: Marudi Airport"
"1352602","Marudi, Malaysia: Marudi Airport"
"1352701","Muscatine, IA: Muscatine Municipal"
"1352702","Muscatine, IA: Muscatine Municipal"
"1352801","Multan, Pakistan: Multan International"
"1352802","Multan, Pakistan: Multan International"
"1353001","Musoma, Tanzania: Musoma Airport"
"1353002","Musoma, Tanzania: Musoma Airport"
"1353003","Musoma, Tanzania: Musoma Airport"
"1353101","Mvengue, Gabon: Mvengue Airport"
"1353102","Mvengue, Gabon: Mvengue Airport"
"1353201","Montevideo, Uruguay: Carrasco International"
"1353202","Montevideo, Uruguay: Carrasco International"
"1353301","Mossoro, Brazil: Dixsept Rosado"
"1353401","Mandeville, Jamaica: Marlboro"
"1353501","Morrisville, VT: Morrisville Stowe State"
"1353502","Morrisville, VT: Morrisville Stowe State"
"1353601","Kayenta, AZ: Kayenta Airport"
"1353602","Kayenta, AZ: Kayenta Airport"
"1353701","Mount Vernon, IL: Mount Vernon Airport"
"1353702","Mount Vernon, IL: Mount Vernon Airport"
"1353901","Maroua, Cameroon: Maroua Ville"
"1353902","Maroua, Cameroon: Salak"
"1354001","Burlington/Mount Vernon, WA: Skagit Regional (Bayview)"
"1354002","Burlington/Mount Vernon, WA: Skagit Regional"
"1354101","Martha's Vineyard, MA: Martha's Vineyard Airport"
"1354102","Martha's Vineyard, MA: Martha's Vineyard Airport"
"1354301","Marion/Herrin, IL: Williamson County Regional"
"1354302","Marion/Herrin, IL: Williamson County Regional"
"1354401","Milwaukee, WI: Lawrence J Timmerman"
"1354402","Milwaukee, WI: Lawrence J Timmerman"
"1354501","Mianwali, Pakistan: Mianwali Airport"
"1354502","Mianwali, Pakistan: Mianwali Airport"
"1354601","Moses Lake, WA: Grant County International"
"1354602","Moses Lake, WA: Grant County International"
"1354603","Moses Lake, WA: Grant County International"
"1354701","Mineral Wells, TX: Mineral Wells Airport"
"1354702","Mineral Wells, TX: Mineral Wells Airport"
"1354801","Windom, MN: Windom Municipal"
"1354802","Windom, MN: Windom Municipal"
"1354901","Middletown, OH: Hook Field Municipal"
"1354902","Middletown, OH: Middletown Regional/Hook Field"
"1355001","Magwe, Burma: Magway"
"1355002","Magwe, Burma: Magway"
"1355101","Mwanza, Tanzania: Mwanza Airport"
"1355102","Mwanza, Tanzania: Mwanza Airport"
"1355201","Masamba, Indonesia: Andi Jemma"
"1355202","Masamba, Indonesia: Andi Jemma"
"1355203","Masamba, Indonesia: Andi Jemma"
"1355301","Monticello, UT: Monticello Airport"
"1355401","Maxton, NC: Laurinburg-Maxton"
"1355402","Maxton, NC: Laurinburg-Maxton"
"1355403","Maxton, NC: Laurinburg-Maxton"
"1355501","Montgomery, AL: Maxwell AFB"
"1355502","Montgomery, AL: Maxwell AFB"
"1355601","Marlboro, MA: Marlboro Airport"
